date_time_local,unixtime,pressure_station,pressure_sea,wind_dir,wind_dir_10s,wind_speed,wind_gust,relative_humidity,dew_point,temperature,windchill,humidex,visibility,health_index,cloud_cover_4,cloud_cover_8,cloud_cover_10,solar_radiation
"2020-05-08 23:00:00 EDT",1588993200,99.26,101.4,WNW,30,27,36,53,-9.7,-1.2,-8,,24100,1.8,,0,,
"2020-05-08 22:00:00 EDT",1588989600,99.23,101.4,NW,32,22,,44,-11.6,-0.7,-6,,24100,1.8,,0,,
"2020-05-08 21:00:00 EDT",1588986000,99.17,101.3,NNW,33,26,39,40,-12.2,0,-6,,24100,1.8,,1,,
"2020-05-08 20:00:00 EDT",1588982400,99.09,101.2,NNW,34,25,38,35,-12.7,1.1,,,24100,1.8,,1,,
"2020-05-08 19:00:00 EDT",1588978800,99.04,101.2,NNW,33,36,52,32,-12.9,2.1,,,24100,1.8,,4,,
"2020-05-08 18:00:00 EDT",1588975200,99.01,101.1,NNW,34,32,53,34,-11.5,2.8,,,24100,1.8,,2,,
"2020-05-08 17:00:00 EDT",1588971600,98.95,101.1,NNW,33,34,45,36,-9.9,3.8,,,24100,1.8,,4,,
"2020-05-08 16:00:00 EDT",1588968000,98.93,101.1,NW,33,18,38,43,-8.2,3.3,,,24100,1.8,,8,,
"2020-05-08 15:00:00 EDT",1588964400,98.94,101.1,NNW,35,13,32,40,-8.7,3.6,,,24100,1.8,,8,,
"2020-05-08 14:00:00 EDT",1588960800,98.91,101,NNE,2,27,37,39,-9,3.7,,,24100,1.9,,8,,
"2020-05-08 13:00:00 EDT",1588957200,98.93,101.1,NNW,33,18,34,33,-10.1,4.8,,,24100,1.9,,8,,
"2020-05-08 12:00:00 EDT",1588953600,98.95,101.1,NW,31,23,34,32,-11.1,4.3,,,24100,2,,8,,
"2020-05-08 11:00:00 EDT",1588950000,98.97,101.1,NW,33,16,40,33,-11.1,3.9,,,24100,2,,7,,
"2020-05-08 10:00:00 EDT",1588946400,99.03,101.2,NW,31,12,,36,-11.2,2.6,,,24100,2,,8,,
"2020-05-08 09:00:00 EDT",1588942800,99.06,101.2,NNW,33,24,,40,-10.1,2.2,,,24100,2.1,,7,,
"2020-05-08 08:00:00 EDT",1588939200,99.04,101.2,NW,32,22,,51,-7.8,1.4,,,24100,2.1,,7,,
"2020-05-08 07:00:00 EDT",1588935600,99,101.1,NW,32,21,,62,-5.7,0.7,,,24100,2.1,,6,,
"2020-05-08 06:00:00 EDT",1588932000,98.99,101.1,NW,32,19,,67,-5,0.5,,,24100,2.1,,4,,
"2020-05-08 05:00:00 EDT",1588928400,99,101.1,NW,31,16,,69,-4.7,0.2,,,24100,2,,1,,
"2020-05-08 04:00:00 EDT",1588924800,98.97,101.1,NW,32,17,,69,-5.1,0,-5,,24100,2,,0,,
"2020-05-08 03:00:00 EDT",1588921200,99.02,101.1,WNW,29,22,,63,-5.5,0.8,,,24100,2.1,,0,,
"2020-05-08 02:00:00 EDT",1588917600,99.05,101.2,WNW,29,15,,61,-5.6,1.1,,,24100,2.2,,0,,
"2020-05-08 01:00:00 EDT",1588914000,99.1,101.2,W,28,20,,56,-5.8,2.2,,,24100,2.3,,0,,
"2020-05-08 00:00:00 EDT",1588910400,99.07,101.2,WSW,26,15,,56,-6.1,1.8,,,24100,2.3,,0,,
"2020-05-07 23:00:00 EDT",1588906800,99.04,101.2,WNW,29,14,,50,-6.2,3.2,,,24100,2.3,,0,,
"2020-05-07 22:00:00 EDT",1588903200,99,101.1,NNW,34,17,,59,-2.5,4.9,,,24100,2.3,,1,,
"2020-05-07 21:00:00 EDT",1588899600,98.94,101,NW,31,33,,30,-9.5,6.9,,,24100,2.3,,1,,
"2020-05-07 20:00:00 EDT",1588896000,98.88,101,NW,32,37,,28,-9.2,8.3,,,24100,2.3,,1,,
"2020-05-07 19:00:00 EDT",1588892400,98.82,100.9,WNW,30,41,57,23,-10.1,9.9,,,24100,2.3,,1,,
"2020-05-07 18:00:00 EDT",1588888800,98.79,100.9,NW,31,42,54,27,-7.8,10.3,,,24100,2.3,,3,,
"2020-05-07 17:00:00 EDT",1588885200,98.74,100.8,NW,32,26,53,43,-1.5,10.6,,,24100,2.3,,6,,
"2020-05-07 16:00:00 EDT",1588881600,98.74,100.8,NNW,34,32,45,62,1.9,8.7,,,24100,2.4,,6,,
"2020-05-07 15:00:00 EDT",1588878000,98.73,100.8,N,36,33,48,74,3.6,8,,,24100,2.6,,7,,
"2020-05-07 14:00:00 EDT",1588874400,98.71,100.8,N,36,32,,77,3.4,7.3,,,24100,2.7,,7,,
"2020-05-07 13:00:00 EDT",1588870800,98.6,100.7,NNE,1,27,,45,-1.2,10.3,,,19300,2.8,,7,,
"2020-05-07 12:00:00 EDT",1588867200,98.71,100.8,WSW,24,28,,37,-2.2,12,,,24100,3,,7,,
"2020-05-07 11:00:00 EDT",1588863600,98.8,100.9,WSW,24,11,,35,-3.6,11.2,,,24100,3,,7,,
"2020-05-07 10:00:00 EDT",1588860000,98.82,100.9,W,28,17,,36,-3.1,11.3,,,24100,3.1,,5,,
"2020-05-07 09:00:00 EDT",1588856400,98.89,101,WNW,30,18,29,39,-3.6,9.5,,,24100,2.9,,5,,
"2020-05-07 08:00:00 EDT",1588852800,98.91,101,WNW,30,23,33,41,-3.8,8.5,,,24100,2.8,,5,,
"2020-05-07 07:00:00 EDT",1588849200,98.92,101,WNW,29,20,,37,-6.7,7.2,,,24100,2.5,,6,,
"2020-05-07 06:00:00 EDT",1588845600,98.9,101,WNW,29,9,,37,-8.1,5.5,,,24100,2.6,,1,,
"2020-05-07 05:00:00 EDT",1588842000,98.92,101,WNW,30,7,,39,-7.8,5.2,,,24100,2.5,,1,,
"2020-05-07 04:00:00 EDT",1588838400,98.97,101.1,NW,31,8,,42,-6.9,5.1,,,24100,2.5,,1,,
"2020-05-07 03:00:00 EDT",1588834800,98.98,101.1,W,26,8,,43,-6.8,4.8,,,24100,2.4,,0,,
"2020-05-07 02:00:00 EDT",1588831200,99.04,101.1,W,28,13,,45,-6.5,4.5,,,24100,2.3,,0,,
"2020-05-07 01:00:00 EDT",1588827600,99.09,101.2,WNW,29,15,,40,-6.3,6.3,,,24100,2.4,,0,,
"2020-05-07 00:00:00 EDT",1588824000,99.15,101.3,NW,31,18,,38,-6,7.3,,,24100,2.5,,0,,
"2020-05-06 23:00:00 EDT",1588820400,99.17,101.3,NNW,34,18,,31,-7.2,9,,,24100,2.5,,0,,
"2020-05-06 22:00:00 EDT",1588816800,99.18,101.3,N,36,12,,33,-6.8,8.8,,,24100,2.6,,0,,
"2020-05-06 21:00:00 EDT",1588813200,99.16,101.3,N,36,17,,29,-7,10.2,,,24100,2.6,,0,,
"2020-05-06 20:00:00 EDT",1588809600,99.12,101.2,WNW,30,4,,30,-5.8,11.1,,,24100,2.6,,0,,
"2020-05-06 19:00:00 EDT",1588806000,99.1,101.2,SSE,15,11,,29,-6,11.4,,,24100,,,1,,
"2020-05-06 18:00:00 EDT",1588802400,99.1,101.2,SSE,17,13,,30,-4.7,12.4,,,24100,2.3,,3,,
"2020-05-06 17:00:00 EDT",1588798800,99.09,101.2,S,17,19,,28,-5.6,12.2,,,24100,2.3,,4,,
"2020-05-06 16:00:00 EDT",1588795200,99.13,101.2,SSE,16,16,,32,-4.3,11.7,,,24100,2.2,,6,,
"2020-05-06 15:00:00 EDT",1588791600,99.18,101.3,SE,13,16,,31,-5.1,11.5,,,24100,2.2,,7,,
"2020-05-06 14:00:00 EDT",1588788000,99.21,101.3,SSE,15,19,,32,-4.5,11.4,,,24100,2.2,,7,,
"2020-05-06 13:00:00 EDT",1588784400,99.24,101.4,SSE,15,20,,35,-4,10.8,,,24100,2.2,,7,,
"2020-05-06 12:00:00 EDT",1588780800,99.27,101.4,NNE,2,13,35,30,-5.4,11.5,,,24100,2.2,,6,,
"2020-05-06 11:00:00 EDT",1588777200,99.3,101.4,ENE,7,5,,36,-3.9,10.4,,,24100,2.3,,6,,
"2020-05-06 10:00:00 EDT",1588773600,99.32,101.4,N,1,16,,44,-3.1,8.5,,,24100,2.4,,6,,
"2020-05-06 09:00:00 EDT",1588770000,99.32,101.4,N,36,20,,51,-2.9,6.4,,,24100,2.4,,7,,
"2020-05-06 08:00:00 EDT",1588766400,99.31,101.4,N,1,16,,61,-2.4,4.5,,,24100,2.4,,7,,
"2020-05-06 07:00:00 EDT",1588762800,99.3,101.4,N,35,16,,64,-3.1,3.1,,,24100,2.3,,7,,
"2020-05-06 06:00:00 EDT",1588759200,99.3,101.4,NNW,34,18,,63,-3.5,2.9,,,24100,2.2,,7,,
"2020-05-06 05:00:00 EDT",1588755600,99.33,101.5,N,35,13,,63,-3.7,2.7,,,24100,2.2,,8,,
"2020-05-06 04:00:00 EDT",1588752000,99.33,101.4,N,36,14,,59,-4.4,2.9,,,24100,2.4,,8,,
"2020-05-06 03:00:00 EDT",1588748400,99.33,101.4,N,35,14,,53,-5.4,3.4,,,24100,2.6,,8,,
"2020-05-06 02:00:00 EDT",1588744800,99.35,101.5,N,35,18,,47,-6.7,3.5,,,24100,2.8,,7,,
"2020-05-06 01:00:00 EDT",1588741200,99.35,101.5,N,36,21,,42,-7.9,3.7,,,24100,2.7,,7,,
"2020-05-06 00:00:00 EDT",1588737600,99.38,101.5,N,36,14,,42,-8,3.7,,,24100,2.7,,7,,
"2020-05-05 23:00:00 EDT",1588734000,99.4,101.5,NNW,33,16,,50,-5.4,4.2,,,24100,2.7,,5,,
"2020-05-05 22:00:00 EDT",1588730400,99.39,101.5,N,35,13,,47,-5,5.5,,,24100,2.7,,5,,
"2020-05-05 21:00:00 EDT",1588726800,99.35,101.5,N,1,22,,43,-4.7,7,,,24100,2.7,,6,,
"2020-05-05 20:00:00 EDT",1588723200,99.32,101.4,N,36,2,,38,-6.2,7.1,,,24100,2.7,,7,,
"2020-05-05 19:00:00 EDT",1588719600,99.34,101.5,SE,14,10,,42,-5,7.1,,,24100,2.6,,6,,
"2020-05-05 18:00:00 EDT",1588716000,99.37,101.5,SE,15,13,,42,-4.1,7.9,,,24100,2.5,,6,,
"2020-05-05 17:00:00 EDT",1588712400,99.35,101.5,SSE,15,18,,40,-2.7,10.2,,,24100,2.5,,6,,
"2020-05-05 16:00:00 EDT",1588708800,99.4,101.5,SSE,17,9,,40,-2.5,10.3,,,24100,2.5,,7,,
"2020-05-05 15:00:00 EDT",1588705200,99.45,101.6,SSE,15,17,,43,-2.4,9.7,,,24100,2.4,,7,,
"2020-05-05 14:00:00 EDT",1588701600,99.51,101.6,SSW,21,10,,31,-7.3,8.9,,,24100,2.3,,7,,
"2020-05-05 13:00:00 EDT",1588698000,99.55,101.7,NW,32,8,,33,-7,8.5,,,24100,2.4,,7,,
"2020-05-05 12:00:00 EDT",1588694400,99.6,101.7,NE,4,5,,37,-6.2,7.4,,,24100,2.3,,6,,
"2020-05-05 11:00:00 EDT",1588690800,99.65,101.8,NE,5,8,,40,-6.8,5.8,,,24100,2.2,,6,,
"2020-05-05 10:00:00 EDT",1588687200,99.69,101.8,NNE,3,10,,45,-6.6,4.4,,,24100,2.2,,5,,
"2020-05-05 09:00:00 EDT",1588683600,99.74,101.9,NNE,2,13,,48,-5.8,4.2,,,24100,2.3,,4,,
"2020-05-05 08:00:00 EDT",1588680000,99.81,101.9,N,1,9,,55,-5.5,2.6,,,24100,2.4,,3,,
"2020-05-05 07:00:00 EDT",1588676400,99.79,101.9,NNW,33,10,,65,-4.5,1.4,,,24100,2.3,,4,,
"2020-05-05 06:00:00 EDT",1588672800,99.71,101.8,NNE,2,13,,73,-4.7,-0.4,-5,,24100,2.3,,1,,
"2020-05-05 05:00:00 EDT",1588669200,99.74,101.9,N,1,17,,66,-4.7,0.9,,,24100,2.2,,1,,
"2020-05-05 04:00:00 EDT",1588665600,99.77,101.9,NNW,34,19,,56,-5.9,2,,,24100,2.3,,3,,
"2020-05-05 03:00:00 EDT",1588662000,99.77,101.9,NW,31,15,,55,-6.9,1.1,,,24100,2.4,,3,,
"2020-05-05 02:00:00 EDT",1588658400,99.74,101.9,N,36,19,,48,-7.9,1.9,,,24100,2.5,,3,,
"2020-05-05 01:00:00 EDT",1588654800,99.83,102,NW,32,16,,50,-7.4,1.8,,,24100,2.4,,0,,
"2020-05-05 00:00:00 EDT",1588651200,99.81,101.9,NW,32,16,,45,-7.8,3,,,24100,2.4,,0,,
"2020-05-04 23:00:00 EDT",1588647600,99.78,101.9,NW,31,16,,40,-8.3,4.2,,,24100,2.4,,0,,
"2020-05-04 22:00:00 EDT",1588644000,99.78,101.9,NW,32,24,,39,-8.3,4.6,,,24100,2.4,,1,,
"2020-05-04 21:00:00 EDT",1588640400,99.74,101.9,NNW,33,23,33,34,-9.4,5.3,,,24100,2.5,,1,,
"2020-05-04 20:00:00 EDT",1588636800,99.66,101.8,N,36,34,,31,-10.2,5.9,,,24100,2.5,,0,,
"2020-05-04 19:00:00 EDT",1588633200,99.6,101.7,N,36,31,41,33,-7.4,7.7,,,24100,2.4,,1,,
"2020-05-04 18:00:00 EDT",1588629600,99.52,101.6,N,35,27,43,37,-4.6,9.5,,,24100,2.4,,1,,
"2020-05-04 17:00:00 EDT",1588626000,99.51,101.6,NW,33,35,,36,-4.3,10,,,24100,2.2,,1,,
"2020-05-04 16:00:00 EDT",1588622400,99.5,101.6,NW,31,24,45,49,0.2,10.4,,,24100,2.2,,3,,
"2020-05-04 15:00:00 EDT",1588618800,99.54,101.7,NW,32,30,49,48,0.5,11.2,,,24100,2.1,,4,,
"2020-05-04 14:00:00 EDT",1588615200,99.51,101.6,NNW,34,16,32,54,0.8,9.6,,,24100,2.1,,4,,
"2020-05-04 13:00:00 EDT",1588611600,99.51,101.6,NNW,33,28,,54,-0.2,8.7,,,24100,2,,6,,
"2020-05-04 12:00:00 EDT",1588608000,99.49,101.6,NW,31,32,42,60,0.4,7.6,,,24100,1.9,,7,,
"2020-05-04 11:00:00 EDT",1588604400,99.43,101.5,NW,32,36,46,63,0,6.6,,,24100,1.9,,8,,
"2020-05-04 10:00:00 EDT",1588600800,99.35,101.5,NW,32,34,47,67,0.5,6.1,,,24100,,,8,,
"2020-05-04 09:00:00 EDT",1588597200,99.27,101.4,NW,32,36,47,70,1,5.9,,,24100,,,8,,
"2020-05-04 08:00:00 EDT",1588593600,99.18,101.3,NNW,33,32,44,76,1.8,5.7,,,24100,1.5,,7,,
"2020-05-04 07:00:00 EDT",1588590000,99.06,101.2,NNW,34,25,39,75,2,6.1,,,24100,1.4,,4,,
"2020-05-04 06:00:00 EDT",1588586400,98.95,101,NNW,34,25,37,76,2,6,,,24100,1.6,,8,,
"2020-05-04 05:00:00 EDT",1588582800,98.89,101,NNW,33,32,,70,1.9,6.9,,,24100,1.8,,7,,
"2020-05-04 04:00:00 EDT",1588579200,98.83,100.9,NW,31,29,,65,1.4,7.5,,,24100,2,,7,,
"2020-05-04 03:00:00 EDT",1588575600,98.79,100.9,NW,31,27,36,60,1.3,8.6,,,24100,2.1,,8,,
"2020-05-04 02:00:00 EDT",1588572000,98.78,100.9,WNW,29,21,,56,1.5,9.8,,,24100,2.1,,8,,
"2020-05-04 01:00:00 EDT",1588568400,98.76,100.8,NNW,33,17,,56,1.9,10.2,,,24100,2.1,,7,,
"2020-05-04 00:00:00 EDT",1588564800,98.76,100.8,NNW,33,23,,53,1.7,10.9,,,24100,2.2,,7,,
"2020-05-03 23:00:00 EDT",1588561200,98.76,100.8,NNW,35,19,30,52,1.8,11.2,,,24100,2.2,,7,,
"2020-05-03 22:00:00 EDT",1588557600,98.76,100.8,NNW,35,24,36,49,1.6,12,,,24100,2.3,,6,,
"2020-05-03 21:00:00 EDT",1588554000,98.72,100.8,N,36,31,,46,1.7,13,,,24100,2.4,,7,,
"2020-05-03 20:00:00 EDT",1588550400,98.66,100.7,NNE,1,32,,45,2.5,14.3,,,24100,2.5,,3,,
"2020-05-03 19:00:00 EDT",1588546800,98.64,100.7,WNW,30,26,,34,1.5,17.7,,,24100,2.5,,2,,
"2020-05-03 18:00:00 EDT",1588543200,98.65,100.7,NW,31,38,,33,1.8,18,,,24100,2.6,,7,,
"2020-05-03 17:00:00 EDT",1588539600,98.62,100.7,NW,31,31,52,32,1.8,18.8,,,24100,2.6,,5,,
"2020-05-03 16:00:00 EDT",1588536000,98.59,100.7,NW,32,34,52,32,3.2,20.2,,,24100,2.6,,3,,
"2020-05-03 15:00:00 EDT",1588532400,98.61,100.7,NW,31,30,44,33,3.5,20.3,,,24100,2.7,,4,,
"2020-05-03 14:00:00 EDT",1588528800,98.61,100.7,W,28,28,48,36,5.2,20.4,,,24100,2.9,,2,,
"2020-05-03 13:00:00 EDT",1588525200,98.63,100.7,WNW,30,23,37,43,7,19.6,,,24100,2.9,,2,,
"2020-05-03 12:00:00 EDT",1588521600,98.66,100.7,NW,32,17,,56,10.2,19.1,,,24100,2.9,,1,,
"2020-05-03 11:00:00 EDT",1588518000,98.66,100.7,WNW,29,22,,67,13,19.2,,,24100,2.8,,1,,
"2020-05-03 10:00:00 EDT",1588514400,98.7,100.8,SSW,21,11,,57,9.1,17.7,,,24100,2.8,,1,,
"2020-05-03 09:00:00 EDT",1588510800,98.75,100.8,S,18,14,,56,6.6,15.3,,,24100,2.9,,2,,
"2020-05-03 08:00:00 EDT",1588507200,98.74,100.8,S,19,15,,71,7.4,12.4,,,24100,2.9,,2,,
"2020-05-03 07:00:00 EDT",1588503600,98.71,100.8,WNW,28,11,,74,5.6,10,,,24100,2.9,,1,,
"2020-05-03 06:00:00 EDT",1588500000,98.67,100.8,S,19,11,,86,5,7.2,,,24100,2.9,,1,,
"2020-05-03 05:00:00 EDT",1588496400,98.65,100.7,S,18,12,,79,5.8,9.2,,,24100,2.9,,1,,
"2020-05-03 04:00:00 EDT",1588492800,98.59,100.7,SSE,16,5,,78,6,9.5,,,24100,2.9,,3,,
"2020-05-03 03:00:00 EDT",1588489200,98.57,100.7,NW,31,10,,78,6.6,10.2,,,24100,2.9,,3,,
"2020-05-03 02:00:00 EDT",1588485600,98.6,100.7,NNW,34,9,,82,7.5,10.3,,,24100,2.9,,1,,
"2020-05-03 01:00:00 EDT",1588482000,98.6,100.7,NE,5,6,,82,5.2,8.1,,,24100,2.8,,0,,
